path	manifest_slice	primary_domain	coverage_status
packages/super-sync-server/scripts/backup.sh	A1-M1	B38	wave-b-complete
packages/super-sync-server/scripts/build-and-push.sh	A1-M1	B38	wave-b-complete
packages/super-sync-server/scripts/clear-data.ts	A1-M1	B38	wave-b-complete
packages/super-sync-server/scripts/delete-user.ts	A1-M1	B38	wave-b-complete
packages/super-sync-server/scripts/deploy.sh	A1-M1	B38	wave-b-complete
packages/super-sync-server/scripts/docker-monitor.sh	A1-M1	B38	wave-b-complete
packages/super-sync-server/scripts/health-alert.sh	A1-M1	B38	wave-b-complete
packages/super-sync-server/scripts/migrate-deploy.sh	A1-M1	B38	wave-b-complete
packages/super-sync-server/scripts/migrate-payload-bytes.ts	A1-M1	B38	wave-b-complete
packages/super-sync-server/scripts/monitor.ts	A1-M1	B38	wave-b-complete
packages/super-sync-server/scripts/recover-user.ts	A1-M1	B38	wave-b-complete
packages/super-sync-server/scripts/run-all-monitoring.ts	A1-M1	B38	wave-b-complete
packages/super-sync-server/src/api.ts	A1-M1	B34	wave-b-complete
packages/super-sync-server/src/auth-cache.ts	A1-M1	B34	wave-b-complete
packages/super-sync-server/src/auth.ts	A1-M1	B34	wave-b-complete
packages/super-sync-server/src/config.ts	A1-M1	B34	wave-b-complete
packages/super-sync-server/src/db.ts	A1-M1	B34	wave-b-complete
packages/super-sync-server/src/email-allowlist.ts	A1-M1	B34	wave-b-complete
packages/super-sync-server/src/email.ts	A1-M1	B34	wave-b-complete
packages/super-sync-server/src/index.ts	A1-M1	B34	wave-b-complete
packages/super-sync-server/src/logger.ts	A1-M1	B34	wave-b-complete
packages/super-sync-server/src/middleware.ts	A1-M1	B34	wave-b-complete
packages/super-sync-server/src/pages.ts	A1-M1	B34	wave-b-complete
packages/super-sync-server/src/passkey.ts	A1-M1	B34	wave-b-complete
packages/super-sync-server/src/server.ts	A1-M1	B34	wave-b-complete
packages/super-sync-server/src/sync/cleanup.ts	A1-M1	B33	wave-b-complete
packages/super-sync-server/src/sync/compressed-body-parser.ts	A1-M1	B34	wave-b-complete
packages/super-sync-server/src/sync/conflict.ts	A1-M1	B32	wave-b-complete
packages/super-sync-server/src/sync/gzip.ts	A1-M1	B34	wave-b-complete
packages/super-sync-server/src/sync/index.ts	A1-M1	B34	wave-b-complete
packages/super-sync-server/src/sync/op-replay.ts	A1-M1	B33	wave-b-complete
packages/super-sync-server/src/sync/services/device.service.ts	A1-M1	B34	wave-b-complete
packages/super-sync-server/src/sync/services/index.ts	A1-M1	B34	wave-b-complete
packages/super-sync-server/src/sync/services/operation-download.service.ts	A1-M1	B33	wave-b-complete
packages/super-sync-server/src/sync/services/operation-upload.service.ts	A1-M1	B32	wave-b-complete
packages/super-sync-server/src/sync/services/rate-limit.service.ts	A1-M1	B34	wave-b-complete
packages/super-sync-server/src/sync/services/request-deduplication.service.ts	A1-M1	B34	wave-b-complete
packages/super-sync-server/src/sync/services/snapshot-generation.service.ts	A1-M1	B33	wave-b-complete
packages/super-sync-server/src/sync/services/snapshot.service.ts	A1-M1	B33	wave-b-complete
packages/super-sync-server/src/sync/services/storage-quota.service.ts	A1-M1	B33	wave-b-complete
packages/super-sync-server/src/sync/services/validation.service.ts	A1-M1	B34	wave-b-complete
packages/super-sync-server/src/sync/services/websocket-connection.service.ts	A1-M1	B34	wave-b-complete
packages/super-sync-server/src/sync/sync.const.ts	A1-M1	B34	wave-b-complete
packages/super-sync-server/src/sync/sync.routes.ops-handler.ts	A1-M1	B32	wave-b-complete
packages/super-sync-server/src/sync/sync.routes.payload.ts	A1-M1	B32	wave-b-complete
packages/super-sync-server/src/sync/sync.routes.quota.ts	A1-M1	B33	wave-b-complete
packages/super-sync-server/src/sync/sync.routes.snapshot-handler.ts	A1-M1	B33	wave-b-complete
packages/super-sync-server/src/sync/sync.routes.ts	A1-M1	B34	wave-b-complete
packages/super-sync-server/src/sync/sync.service.ts	A1-M1	B34	wave-b-complete
packages/super-sync-server/src/sync/sync.types.ts	A1-M1	B34	wave-b-complete
packages/super-sync-server/src/sync/websocket.routes.ts	A1-M1	B34	wave-b-complete
packages/super-sync-server/src/test-routes.ts	A1-M1	B34	wave-b-complete
packages/super-sync-server/src/util/env.ts	A1-M1	B34	wave-b-complete
packages/super-sync-server/sync-server-architecture-diagrams.md	A1-M1	B34	wave-b-complete
packages/super-sync-server/terms-of-service-en.md	A1-M1	B34	wave-b-complete
packages/super-sync-server/terms-of-service.md	A1-M1	B34	wave-b-complete
packages/super-sync-server/tests/account-page-contrast.spec.ts	A1-M1	B34	wave-b-complete
packages/super-sync-server/tests/api.routes.spec.ts	A1-M1	B34	wave-b-complete
packages/super-sync-server/tests/auth-cache.spec.ts	A1-M1	B34	wave-b-complete
packages/super-sync-server/tests/auth-flows.spec.ts	A1-M1	B34	wave-b-complete
packages/super-sync-server/tests/cleanup.spec.ts	A1-M1	B33	wave-b-complete
packages/super-sync-server/tests/config.spec.ts	A1-M1	B34	wave-b-complete
packages/super-sync-server/tests/conflict-detection.spec.ts	A1-M1	B32	wave-b-complete
packages/super-sync-server/tests/conflict.spec.ts	A1-M1	B32	wave-b-complete
packages/super-sync-server/tests/decompress-body.spec.ts	A1-M1	B34	wave-b-complete
packages/super-sync-server/tests/device.service.spec.ts	A1-M1	B34	wave-b-complete
packages/super-sync-server/tests/duplicate-operation-precheck.spec.ts	A1-M1	B32	wave-b-complete
packages/super-sync-server/tests/email.spec.ts	A1-M1	B34	wave-b-complete
packages/super-sync-server/tests/entity-ids-conflict.pglite.spec.ts	A1-M1	B32	wave-b-complete
packages/super-sync-server/tests/gap-detection.spec.ts	A1-M1	B33	wave-b-complete
packages/super-sync-server/tests/integration/clean-slate-atomicity-sql.integration.spec.ts	A1-M1	B32	wave-b-complete
packages/super-sync-server/tests/integration/conflict-detection-sql.integration.spec.ts	A1-M1	B32	wave-b-complete
packages/super-sync-server/tests/integration/multi-client-sync.integration.spec.ts	A1-M1	B34	wave-b-complete
packages/super-sync-server/tests/integration/registration-races.integration.spec.ts	A1-M1	B34	wave-b-complete
packages/super-sync-server/tests/integration/repair-causality.integration.spec.ts	A1-M1	B32	wave-b-complete
packages/super-sync-server/tests/integration/snapshot-skip-optimization.integration.spec.ts	A1-M1	B33	wave-b-complete
packages/super-sync-server/tests/integration/snapshot-vector-clock-sql.integration.spec.ts	A1-M1	B33	wave-b-complete
packages/super-sync-server/tests/integration/websocket-storm.integration.spec.ts	A1-M1	B34	wave-b-complete
packages/super-sync-server/tests/issue-8334-detect-conflict.spec.ts	A1-M1	B32	wave-b-complete
packages/super-sync-server/tests/magic-link-registration.spec.ts	A1-M1	B34	wave-b-complete
packages/super-sync-server/tests/middleware.spec.ts	A1-M1	B34	wave-b-complete
packages/super-sync-server/tests/migrate-deploy-script.spec.ts	A1-M1	B38	wave-b-complete
packages/super-sync-server/tests/migration-sql.spec.ts	A1-M1	B38	wave-b-complete
packages/super-sync-server/tests/op-replay.spec.ts	A1-M1	B34	wave-b-complete
packages/super-sync-server/tests/operation-download.service.spec.ts	A1-M1	B33	wave-b-complete
packages/super-sync-server/tests/passkey.spec.ts	A1-M1	B34	wave-b-complete
packages/super-sync-server/tests/password-reset-api.spec.ts	A1-M1	B34	wave-b-complete
packages/super-sync-server/tests/password-reset.spec.ts	A1-M1	B34	wave-b-complete
packages/super-sync-server/tests/rate-limit.service.spec.ts	A1-M1	B34	wave-b-complete
packages/super-sync-server/tests/registration-api.spec.ts	A1-M1	B34	wave-b-complete
packages/super-sync-server/tests/replace-token-expiry.spec.ts	A1-M1	B34	wave-b-complete
packages/super-sync-server/tests/request-dedup-failure-caching.routes.spec.ts	A1-M1	B34	wave-b-complete
packages/super-sync-server/tests/request-deduplication.service.spec.ts	A1-M1	B34	wave-b-complete
packages/super-sync-server/tests/retention-config.spec.ts	A1-M1	B34	wave-b-complete
packages/super-sync-server/tests/security-fixes.spec.ts	A1-M1	B34	wave-b-complete
packages/super-sync-server/tests/server-security.spec.ts	A1-M1	B34	wave-b-complete
packages/super-sync-server/tests/server.error-log-level.spec.ts	A1-M1	B34	wave-b-complete
packages/super-sync-server/tests/setup.ts	A1-M1	B36	wave-b-complete
packages/super-sync-server/tests/snapshot-skip-optimization.spec.ts	A1-M1	B33	wave-b-complete
packages/super-sync-server/tests/snapshot.service.spec.ts	A1-M1	B33	wave-b-complete
packages/super-sync-server/tests/storage-quota-cleanup.spec.ts	A1-M1	B33	wave-b-complete
packages/super-sync-server/tests/storage-quota.service.spec.ts	A1-M1	B33	wave-b-complete
packages/super-sync-server/tests/sync-compressed-body.routes.spec.ts	A1-M1	B34	wave-b-complete
packages/super-sync-server/tests/sync-fixes.spec.ts	A1-M1	B34	wave-b-complete
packages/super-sync-server/tests/sync-operations.spec.ts	A1-M1	B32	wave-b-complete
packages/super-sync-server/tests/sync-types.spec.ts	A1-M1	B34	wave-b-complete
packages/super-sync-server/tests/sync-upload-rate-limit.routes.spec.ts	A1-M1	B34	wave-b-complete
packages/super-sync-server/tests/sync.const.spec.ts	A1-M1	B34	wave-b-complete
packages/super-sync-server/tests/sync.routes.spec.ts	A1-M1	B34	wave-b-complete
packages/super-sync-server/tests/sync.service.spec.ts	A1-M1	B34	wave-b-complete
packages/super-sync-server/tests/sync.service.test-state.ts	A1-M1	B36	wave-b-complete
packages/super-sync-server/tests/time-tracking-operations.spec.ts	A1-M1	B32	wave-b-complete
packages/super-sync-server/tests/validation.service.spec.ts	A1-M1	B34	wave-b-complete
packages/super-sync-server/tests/websocket-connection.service.spec.ts	A1-M1	B34	wave-b-complete
packages/super-sync-server/tests/websocket.routes.spec.ts	A1-M1	B34	wave-b-complete
packages/super-sync-server/tools/backup-encrypted.sh	A1-M1	B38	wave-b-complete
packages/super-sync-server/tools/backup-rotate.sh	A1-M1	B38	wave-b-complete
packages/super-sync-server/tools/test-environment-setup.sh	A1-M1	B38	wave-b-complete
packages/super-sync-server/tsconfig.json	A1-M1	B37	wave-b-complete
packages/super-sync-server/vitest.config.ts	A1-M1	B37	wave-b-complete
packages/super-sync-server/vitest.integration.config.ts	A1-M1	B37	wave-b-complete
packages/sync-core/.gitignore	A1-M1	B29	wave-b-complete
packages/sync-core/README.md	A1-M1	B29	wave-b-complete
packages/sync-core/package.json	A1-M1	B29	wave-b-complete
packages/sync-core/src/apply.types.ts	A1-M1	B29	wave-b-complete
packages/sync-core/src/compression.ts	A1-M1	B29	wave-b-complete
packages/sync-core/src/conflict-resolution.ts	A1-M1	B29	wave-b-complete
packages/sync-core/src/download-planning.ts	A1-M1	B29	wave-b-complete
packages/sync-core/src/encryption.ts	A1-M1	B29	wave-b-complete
packages/sync-core/src/encryption/argon2.ts	A1-M1	B29	wave-b-complete
packages/sync-core/src/encryption/legacy.ts	A1-M1	B29	wave-b-complete
packages/sync-core/src/encryption/session-cache.ts	A1-M1	B29	wave-b-complete
packages/sync-core/src/encryption/web-crypto.ts	A1-M1	B29	wave-b-complete
packages/sync-core/src/entity-frontier.ts	A1-M1	B29	wave-b-complete
packages/sync-core/src/entity-key.util.ts	A1-M1	B29	wave-b-complete
packages/sync-core/src/entity-registry.types.ts	A1-M1	B29	wave-b-complete
packages/sync-core/src/error.util.ts	A1-M1	B29	wave-b-complete
packages/sync-core/src/full-state-op-types.ts	A1-M1	B29	wave-b-complete
packages/sync-core/src/index.ts	A1-M1	B29	wave-b-complete
packages/sync-core/src/lww-update-action-types.ts	A1-M1	B29	wave-b-complete
packages/sync-core/src/operation.types.ts	A1-M1	B29	wave-b-complete
packages/sync-core/src/ports.ts	A1-M1	B29	wave-b-complete
packages/sync-core/src/remote-apply.ts	A1-M1	B29	wave-b-complete
packages/sync-core/src/replay-coordinator.ts	A1-M1	B29	wave-b-complete
packages/sync-core/src/sync-file-prefix.ts	A1-M1	B29	wave-b-complete
packages/sync-core/src/sync-import-filter.ts	A1-M1	B29	wave-b-complete
packages/sync-core/src/sync-logger.ts	A1-M1	B29	wave-b-complete
packages/sync-core/src/upload-planning.ts	A1-M1	B29	wave-b-complete
packages/sync-core/src/vector-clock.ts	A1-M1	B29	wave-b-complete
packages/sync-core/src/web-crypto-error.ts	A1-M1	B29	wave-b-complete
packages/sync-core/tests/compression.spec.ts	A1-M1	B29	wave-b-complete
packages/sync-core/tests/conflict-resolution.spec.ts	A1-M1	B29	wave-b-complete
packages/sync-core/tests/download-planning.spec.ts	A1-M1	B29	wave-b-complete
packages/sync-core/tests/encryption.spec.ts	A1-M1	B29	wave-b-complete
packages/sync-core/tests/error.util.spec.ts	A1-M1	B29	wave-b-complete
packages/sync-core/tests/full-state-op-types.spec.ts	A1-M1	B29	wave-b-complete
packages/sync-core/tests/remote-apply.spec.ts	A1-M1	B29	wave-b-complete
packages/sync-core/tests/replay-coordinator.spec.ts	A1-M1	B29	wave-b-complete
packages/sync-core/tests/sync-file-prefix.spec.ts	A1-M1	B29	wave-b-complete
packages/sync-core/tests/sync-import-filter.spec.ts	A1-M1	B29	wave-b-complete
packages/sync-core/tests/upload-planning.spec.ts	A1-M1	B29	wave-b-complete
packages/sync-core/tests/vector-clock.spec.ts	A1-M1	B29	wave-b-complete
packages/sync-core/tsconfig.build.json	A1-M1	B29	wave-b-complete
packages/sync-core/tsconfig.json	A1-M1	B29	wave-b-complete
packages/sync-core/tsconfig.spec.json	A1-M1	B29	wave-b-complete
packages/sync-core/tsup.config.ts	A1-M1	B29	wave-b-complete
packages/sync-core/vitest.config.ts	A1-M1	B29	wave-b-complete
packages/sync-providers/.gitignore	A1-M1	B30	wave-b-complete
packages/sync-providers/package.json	A1-M1	B30	wave-b-complete
packages/sync-providers/src/credential-store-port.ts	A1-M1	B30	wave-b-complete
packages/sync-providers/src/credential-store.ts	A1-M1	B30	wave-b-complete
packages/sync-providers/src/dropbox.ts	A1-M1	B26	wave-b-complete
packages/sync-providers/src/errors.ts	A1-M1	B30	wave-b-complete
packages/sync-providers/src/errors/index.ts	A1-M1	B30	wave-b-complete
packages/sync-providers/src/file-adapter.ts	A1-M1	B24	wave-b-complete
packages/sync-providers/src/file-based-sync-data.ts	A1-M1	B24	wave-b-complete
packages/sync-providers/src/file-based.ts	A1-M1	B24	wave-b-complete
packages/sync-providers/src/file-based/content-rev.ts	A1-M1	B24	wave-b-complete
packages/sync-providers/src/file-based/dropbox/dropbox-api.ts	A1-M1	B26	wave-b-complete
packages/sync-providers/src/file-based/dropbox/dropbox.model.ts	A1-M1	B26	wave-b-complete
packages/sync-providers/src/file-based/dropbox/dropbox.ts	A1-M1	B26	wave-b-complete
packages/sync-providers/src/file-based/local-file/local-file-sync-android.ts	A1-M1	B27	wave-b-complete
packages/sync-providers/src/file-based/local-file/local-file-sync-base.ts	A1-M1	B27	wave-b-complete
packages/sync-providers/src/file-based/local-file/local-file-sync-electron.ts	A1-M1	B27	wave-b-complete
packages/sync-providers/src/file-based/local-file/local-file.model.ts	A1-M1	B27	wave-b-complete
packages/sync-providers/src/file-based/onedrive/onedrive.model.ts	A1-M1	B27	wave-b-complete
packages/sync-providers/src/file-based/onedrive/onedrive.ts	A1-M1	B27	wave-b-complete
packages/sync-providers/src/file-based/verify-upload-size.ts	A1-M1	B24	wave-b-complete
packages/sync-providers/src/file-based/webdav/discover-nextcloud-user-id.ts	A1-M1	B25	wave-b-complete
packages/sync-providers/src/file-based/webdav/nextcloud.model.ts	A1-M1	B25	wave-b-complete
packages/sync-providers/src/file-based/webdav/nextcloud.ts	A1-M1	B25	wave-b-complete
packages/sync-providers/src/file-based/webdav/test-connection.ts	A1-M1	B25	wave-b-complete
packages/sync-providers/src/file-based/webdav/webdav-api.ts	A1-M1	B25	wave-b-complete
packages/sync-providers/src/file-based/webdav/webdav-base-provider.ts	A1-M1	B25	wave-b-complete
packages/sync-providers/src/file-based/webdav/webdav-http-adapter.ts	A1-M1	B25	wave-b-complete
packages/sync-providers/src/file-based/webdav/webdav-xml-parser.ts	A1-M1	B25	wave-b-complete
packages/sync-providers/src/file-based/webdav/webdav.const.ts	A1-M1	B25	wave-b-complete
packages/sync-providers/src/file-based/webdav/webdav.model.ts	A1-M1	B25	wave-b-complete
packages/sync-providers/src/file-based/webdav/webdav.ts	A1-M1	B25	wave-b-complete
packages/sync-providers/src/http.ts	A1-M1	B30	wave-b-complete
packages/sync-providers/src/http/native-http-retry.ts	A1-M1	B30	wave-b-complete
packages/sync-providers/src/http/retryable-upload-error.ts	A1-M1	B30	wave-b-complete
packages/sync-providers/src/local-file.ts	A1-M1	B27	wave-b-complete
packages/sync-providers/src/log.ts	A1-M1	B30	wave-b-complete
packages/sync-providers/src/log/error-meta.ts	A1-M1	B30	wave-b-complete
packages/sync-providers/src/onedrive.ts	A1-M1	B27	wave-b-complete
packages/sync-providers/src/pkce.ts	A1-M1	B30	wave-b-complete
packages/sync-providers/src/platform.ts	A1-M1	B30	wave-b-complete
packages/sync-providers/src/platform/provider-platform-info.ts	A1-M1	B30	wave-b-complete
packages/sync-providers/src/platform/web-fetch-factory.ts	A1-M1	B30	wave-b-complete
packages/sync-providers/src/provider-types.ts	A1-M1	B30	wave-b-complete
packages/sync-providers/src/super-sync.ts	A1-M1	B28	wave-b-complete
packages/sync-providers/src/super-sync/request-id.ts	A1-M1	B28	wave-b-complete
packages/sync-providers/src/super-sync/response-validators.ts	A1-M1	B28	wave-b-complete
packages/sync-providers/src/super-sync/storage.ts	A1-M1	B28	wave-b-complete
packages/sync-providers/src/super-sync/super-sync.model.ts	A1-M1	B28	wave-b-complete
packages/sync-providers/src/super-sync/super-sync.ts	A1-M1	B28	wave-b-complete
packages/sync-providers/src/webdav.ts	A1-M1	B25	wave-b-complete
packages/sync-providers/tests/errors.spec.ts	A1-M1	B30	wave-b-complete
packages/sync-providers/tests/file-based/dropbox/dropbox-api.spec.ts	A1-M1	B26	wave-b-complete
packages/sync-providers/tests/file-based/dropbox/dropbox-auth-helper.spec.ts	A1-M1	B26	wave-b-complete
packages/sync-providers/tests/file-based/local-file/local-file-sync-android.spec.ts	A1-M1	B27	wave-b-complete
packages/sync-providers/tests/file-based/local-file/local-file-sync-base.spec.ts	A1-M1	B27	wave-b-complete
packages/sync-providers/tests/file-based/local-file/local-file-sync-electron.spec.ts	A1-M1	B27	wave-b-complete
packages/sync-providers/tests/file-based/verify-upload-size.spec.ts	A1-M1	B24	wave-b-complete
packages/sync-providers/tests/file-based/webdav/discover-nextcloud-user-id.spec.ts	A1-M1	B25	wave-b-complete
packages/sync-providers/tests/file-based/webdav/webdav-api.spec.ts	A1-M1	B25	wave-b-complete
packages/sync-providers/tests/file-based/webdav/webdav-base-provider.spec.ts	A1-M1	B25	wave-b-complete
packages/sync-providers/tests/file-based/webdav/webdav-http-adapter.spec.ts	A1-M1	B25	wave-b-complete
packages/sync-providers/tests/file-based/webdav/webdav-xml-parser.spec.ts	A1-M1	B25	wave-b-complete
packages/sync-providers/tests/helpers/credential-store.ts	A1-M1	B30	wave-b-complete
packages/sync-providers/tests/helpers/sync-logger.ts	A1-M1	B30	wave-b-complete
packages/sync-providers/tests/log/error-meta.spec.ts	A1-M1	B30	wave-b-complete
packages/sync-providers/tests/native-http-retry.spec.ts	A1-M1	B30	wave-b-complete
packages/sync-providers/tests/pkce.spec.ts	A1-M1	B30	wave-b-complete
packages/sync-providers/tests/provider-types.spec.ts	A1-M1	B30	wave-b-complete
packages/sync-providers/tests/retryable-upload-error.spec.ts	A1-M1	B30	wave-b-complete
packages/sync-providers/tests/setup-dom-parser.ts	A1-M1	B30	wave-b-complete
packages/sync-providers/tests/super-sync/super-sync.spec.ts	A1-M1	B28	wave-b-complete
packages/sync-providers/tsconfig.build.json	A1-M1	B30	wave-b-complete
packages/sync-providers/tsconfig.json	A1-M1	B30	wave-b-complete
packages/sync-providers/tsconfig.spec.json	A1-M1	B30	wave-b-complete
packages/sync-providers/tsup.config.ts	A1-M1	B30	wave-b-complete
packages/sync-providers/vitest.config.ts	A1-M1	B30	wave-b-complete
scripts/wait-for-app.sh	A1-M3	B37	wave-b-complete
scripts/wait-for-supersync.sh	A1-M3	B37	wave-b-complete
scripts/wait-for-webdav.sh	A1-M3	B37	wave-b-complete
src/app/app.component.html	A1-M2	B35	wave-b-complete
src/app/app.component.scss	A1-M2	B35	wave-b-complete
src/app/app.component.ts	A1-M2	B35	wave-b-complete
src/app/app.constants.spec.ts	A1-M2	B35	wave-b-complete
src/app/app.constants.ts	A1-M2	B35	wave-b-complete
src/app/app.routes.ts	A1-M2	B35	wave-b-complete
src/app/core-ui/layout/store/layout.effects.ts	A1-M2	B35	wave-b-complete
src/app/core-ui/main-header/main-header.component.html	A1-M2	B35	wave-b-complete
src/app/core-ui/main-header/main-header.component.scss	A1-M2	B35	wave-b-complete
src/app/core-ui/main-header/main-header.component.spec.ts	A1-M2	B35	wave-b-complete
src/app/core-ui/main-header/main-header.component.ts	A1-M2	B35	wave-b-complete
src/app/core-ui/shortcut/shortcut.service.spec.ts	A1-M2	B35	wave-b-complete
src/app/core-ui/shortcut/shortcut.service.ts	A1-M2	B35	wave-b-complete
src/app/core/banner/banner.model.ts	A1-M2	B35	wave-b-complete
src/app/core/banner/banner.service.spec.ts	A1-M2	B35	wave-b-complete
src/app/core/banner/banner.service.ts	A1-M2	B35	wave-b-complete
src/app/core/data-init/data-init-state.service.ts	A1-M2	B35	wave-b-complete
src/app/core/data-init/data-init.service.ts	A1-M2	B35	wave-b-complete
src/app/core/date-time-format/date-time-format.service.spec.ts	A1-M2	B35	wave-b-complete
src/app/core/date-time-format/date-time-format.service.ts	A1-M2	B35	wave-b-complete
src/app/core/date/date.service.spec.ts	A1-M2	B35	wave-b-complete
src/app/core/date/date.service.ts	A1-M2	B35	wave-b-complete
src/app/core/date/date.service.tz.spec.ts	A1-M2	B35	wave-b-complete
src/app/core/drop-paste-input/eml-drop.service.spec.ts	A1-M2	B35	wave-b-complete
src/app/core/drop-paste-input/eml-drop.service.ts	A1-M2	B35	wave-b-complete
src/app/core/electron/exec-before-close.service.ts	A1-M2	B35	wave-b-complete
src/app/core/electron/local-rest-api-handler.service.spec.ts	A1-M2	B35	wave-b-complete
src/app/core/electron/local-rest-api-handler.service.ts	A1-M2	B35	wave-b-complete
src/app/core/error-handler/global-error-handler.class.ts	A1-M2	B35	wave-b-complete
src/app/core/example-tasks/example-tasks.service.spec.ts	A1-M2	B35	wave-b-complete
src/app/core/example-tasks/example-tasks.service.ts	A1-M2	B35	wave-b-complete
src/app/core/initial-pwa-update-check.service.spec.ts	A1-M2	B35	wave-b-complete
src/app/core/initial-pwa-update-check.service.ts	A1-M2	B35	wave-b-complete
src/app/core/ipc-events.spec.ts	A1-M2	B35	wave-b-complete
src/app/core/ipc-events.ts	A1-M2	B35	wave-b-complete
src/app/core/language/language.service.ts	A1-M2	B35	wave-b-complete
src/app/core/locale.constants.ts	A1-M2	B35	wave-b-complete
src/app/core/log.ts	A1-M2	B35	wave-b-complete
src/app/core/persistence/archive-db-adapter.service.spec.ts	A1-M2	B10	wave-b-complete
src/app/core/persistence/archive-db-adapter.service.ts	A1-M2	B10	wave-b-complete
src/app/core/persistence/legacy-pf-db.service.spec.ts	A1-M2	B10	wave-b-complete
src/app/core/persistence/legacy-pf-db.service.ts	A1-M2	B10	wave-b-complete
src/app/core/persistence/storage-keys.const.ts	A1-M2	B10	wave-b-complete
src/app/core/platform/capacitor-notification.service.spec.ts	A1-M2	B35	wave-b-complete
src/app/core/platform/capacitor-platform.service.spec.ts	A1-M2	B35	wave-b-complete
src/app/core/platform/capacitor-reminder.service.spec.ts	A1-M2	B35	wave-b-complete
src/app/core/platform/platform-capabilities.model.ts	A1-M2	B35	wave-b-complete
src/app/core/snack/snack.service.spec.ts	A1-M2	B35	wave-b-complete
src/app/core/snack/snack.service.ts	A1-M2	B35	wave-b-complete
src/app/core/startup/startup.service.spec.ts	A1-M2	B35	wave-b-complete
src/app/core/startup/startup.service.ts	A1-M2	B35	wave-b-complete
src/app/core/util/batched-time-sync-accumulator.spec.ts	A1-M2	B35	wave-b-complete
src/app/core/util/batched-time-sync-accumulator.ts	A1-M2	B35	wave-b-complete
src/app/core/util/client-id.service.spec.ts	A1-M2	B35	wave-b-complete
src/app/core/util/client-id.service.ts	A1-M2	B35	wave-b-complete
src/app/core/util/generate-client-id.spec.ts	A1-M2	B35	wave-b-complete
src/app/core/util/generate-client-id.ts	A1-M2	B35	wave-b-complete
src/app/core/util/vector-clock.spec.ts	A1-M2	B35	wave-b-complete
src/app/core/util/vector-clock.ts	A1-M2	B35	wave-b-complete
src/app/core/window-ea.d.ts	A1-M2	B35	wave-b-complete
src/app/features/add-tasks-for-tomorrow/add-tasks-for-tomorrow.service.spec.ts	A1-M2	B35	wave-b-complete
src/app/features/add-tasks-for-tomorrow/add-tasks-for-tomorrow.service.ts	A1-M2	B35	wave-b-complete
src/app/features/android/android-interface.ts	A1-M2	B35	wave-b-complete
src/app/features/android/android-notification-id.util.spec.ts	A1-M2	B35	wave-b-complete
src/app/features/android/store/android-focus-mode.effects.spec.ts	A1-M2	B35	wave-b-complete
src/app/features/android/store/android-focus-mode.effects.ts	A1-M2	B35	wave-b-complete
src/app/features/android/store/android-foreground-tracking.effects.spec.ts	A1-M2	B35	wave-b-complete
src/app/features/android/store/android-foreground-tracking.effects.ts	A1-M2	B35	wave-b-complete
src/app/features/android/store/android-sync-bridge.effects.spec.ts	A1-M2	B35	wave-b-complete
src/app/features/android/store/android-sync-bridge.effects.ts	A1-M2	B35	wave-b-complete
src/app/features/android/store/android-widget.effects.spec.ts	A1-M2	B35	wave-b-complete
src/app/features/android/store/android-widget.effects.ts	A1-M2	B35	wave-b-complete
src/app/features/archive/archive-compression.service.spec.ts	A1-M2	B04	wave-b-complete
src/app/features/archive/archive-compression.service.ts	A1-M2	B04	wave-b-complete
src/app/features/archive/archive.model.ts	A1-M2	B04	wave-b-complete
src/app/features/archive/archive.service.spec.ts	A1-M2	B04	wave-b-complete
src/app/features/archive/archive.service.ts	A1-M2	B04	wave-b-complete
src/app/features/archive/archive.service.tz.spec.ts	A1-M2	B04	wave-b-complete
src/app/features/archive/store/archive.actions.ts	A1-M2	B04	wave-b-complete
src/app/features/archive/task-archive.service.spec.ts	A1-M2	B04	wave-b-complete
src/app/features/archive/task-archive.service.ts	A1-M2	B04	wave-b-complete
src/app/features/archive/util/sort-data-to-flush.spec.ts	A1-M2	B04	wave-b-complete
src/app/features/archive/util/sort-data-to-flush.ts	A1-M2	B04	wave-b-complete
src/app/features/boards/boards.const.ts	A1-M2	B35	wave-b-complete
src/app/features/boards/boards.model.ts	A1-M2	B35	wave-b-complete
src/app/features/boards/store/boards.actions.ts	A1-M2	B35	wave-b-complete
src/app/features/boards/store/boards.reducer.spec.ts	A1-M2	B35	wave-b-complete
src/app/features/boards/store/boards.reducer.ts	A1-M2	B35	wave-b-complete
src/app/features/boards/store/boards.selectors.ts	A1-M2	B35	wave-b-complete
src/app/features/calendar-integration/store/calendar-integration.effects.spec.ts	A1-M2	B35	wave-b-complete
src/app/features/calendar-integration/store/calendar-integration.effects.ts	A1-M2	B35	wave-b-complete
src/app/features/calendar-integration/time-block/time-block-delete-sidecar.service.ts	A1-M2	B35	wave-b-complete
src/app/features/calendar-integration/time-block/time-block-sync.effects.spec.ts	A1-M2	B35	wave-b-complete
src/app/features/calendar-integration/time-block/time-block-sync.effects.ts	A1-M2	B35	wave-b-complete
src/app/features/config/default-global-config.const.ts	A1-M2	B35	wave-b-complete
src/app/features/config/form-cfgs/sync-form.const.ts	A1-M2	B35	wave-b-complete
src/app/features/config/global-config.model.ts	A1-M2	B35	wave-b-complete
src/app/features/config/global-config.service.ts	A1-M2	B35	wave-b-complete
src/app/features/config/local-only-sync-settings.util.spec.ts	A1-M2	B35	wave-b-complete
